Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,Updated On,State,Total Doses Administered,Sessions, Sites ,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered), Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),AEFI,18-44 Years (Doses Administered),45-60 Years (Doses Administered),60+ Years (Doses Administered),18-44 Years(Individuals Vaccinated),45-60 Years(Individuals Vaccinated),60+ Years(Individuals Vaccinated),Male(Individuals Vaccinated),Female(Individuals Vaccinated),Transgender(Individuals Vaccinated),Date,State,TotalSamples,Negative,Positive
7267,13-10-2020,8:00 AM,Chandigarh,-,-,11898,192,13260,14-03-2021,Uttar Pradesh,2095485,61665,454,1474743,620742,1240226,855083,176,271430,1823920,,,,,,,,,,,,20-03-2021,Karnataka,20287369,,
7268,13-10-2020,8:00 AM,Chhattisgarh,-,-,116540,1286,145247,15-03-2021,Uttar Pradesh,2398452,726393,4697,1731354,667098,1409502,988740,210,281622,2116695,,,,,,,,,,,,21-03-2021,Karnataka,20389209,,
7269,13-10-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3064,2,3168,16-03-2021,Uttar Pradesh,3188522,489856,3027,2456849,731673,1432819,1023810,220,362797,2825725,,989,,,,784171,876701,793270,,,,22-03-2021,Karnataka,20467387,,
7270,13-10-2020,8:00 AM,Delhi,-,-,284844,5809,311188,17-03-2021,Uttar Pradesh,3464388,331177,1951,2723448,740940,1584905,1138257,286,376630,3087758,,993,,,,790999,934521,995192,,,,23-03-2021,Karnataka,20566120,,
7271,13-10-2020,8:00 AM,Goa,-,-,33698,511,38674,18-03-2021,Uttar Pradesh,3881080,785758,4996,3034854,846226,1771561,1262978,315,418999,3462081,,1002,,,,813451,1030558,1188068,,,,24-03-2021,Karnataka,20674133,,
7272,13-10-2020,8:00 AM,Gujarat,-,-,133615,3574,152603,19-03-2021,Uttar Pradesh,4231527,750573,4881,3348666,882861,1950313,1397998,355,441139,3790388,,1007,,,,828022,1123666,1394172,,,,25-03-2021,Karnataka,20782529,,
7273,13-10-2020,8:00 AM,Haryana,-,-,131228,1592,143221,20-03-2021,Uttar Pradesh,4390444,337792,1918,3497298,893146,2035408,1461513,377,452418,3938026,,1013,,,,836176,1171556,1486738,,,,26-03-2021,Karnataka,20894800,,
7274,13-10-2020,8:00 AM,Himachal Pradesh,-,-,14690,251,17578,21-03-2021,Uttar Pradesh,4416844,48960,406,3522238,894606,2049491,1472366,381,454527,3962317,,1017,,,,838089,1180626,1500686,,,,27-03-2021,Karnataka,21002216,,
7275,13-10-2020,8:00 AM,Jammu and Kashmir,-,-,72706,1333,84031,22-03-2021,Uttar Pradesh,4749723,801988,5260,3797621,952102,2207786,1589409,426,483124,4266599,,1021,,,,852790,1259218,1682749,,,,28-03-2021,Karnataka,21108544,,
7276,13-10-2020,8:00 AM,Jharkhand,-,-,84461,798,93035,23-03-2021,Uttar Pradesh,4960199,364750,2186,3982323,977876,2314924,1666947,452,502614,4457585,,1024,,,,863951,1316234,1799257,,,,29-03-2021,Karnataka,21195741,,
7277,13-10-2020,8:00 AM,Karnataka,-,-,592084,10036,717915,24-03-2021,Uttar Pradesh,5070493,346673,2025,4087684,982809,2376980,1710235,469,514209,4556284,,1026,,,,869494,1350524,1864774,,,,30-03-2021,Karnataka,21302658,,
7278,13-10-2020,8:00 AM,Kerala,-,-,199634,1025,295132,25-03-2021,Uttar Pradesh,5344537,765541,5086,4337751,1006786,2518497,1818750,504,538954,4805583,,1034,,,,880051,1429994,2024781,,,,31-03-2021,Karnataka,21411226,,
7279,13-10-2020,8:00 AM,Ladakh,-,-,4126,64,5151,26-03-2021,Uttar Pradesh,5563645,742641,4964,4549205,1014440,2634688,1913991,526,558041,5005604,,1036,,,,886533,1498259,2161459,,,,01-04-2021,Karnataka,21526958,,
7280,13-10-2020,8:00 AM,Madhya Pradesh,-,-,130721,2645,148298,27-03-2021,Uttar Pradesh,5644759,336472,2067,4627476,1017283,2678999,1947941,536,567886,5076873,,1037,,,,890025,1525091,2209399,,,,02-04-2021,Karnataka,21645891,,
7281,13-10-2020,8:00 AM,Maharashtra,-,-,1281896,40514,1535315,28-03-2021,Uttar Pradesh,5648595,31485,285,4631003,1017592,2680872,1949592,539,568460,5080135,,1037,,,,890464,1526048,2211530,,,,03-04-2021,Karnataka,21769721,,
7282,13-10-2020,8:00 AM,Manipur,-,-,10707,93,13556,29-03-2021,Uttar Pradesh,5648658,19465,152,4631064,1017594,2680908,1949617,539,568460,5080198,,1037,,,,890462,1526062,2211578,,,,04-04-2021,Karnataka,21889602,,
7283,13-10-2020,8:00 AM,Meghalaya,-,-,5273,64,7771,30-03-2021,Uttar Pradesh,5677982,177617,1087,4659569,1018413,2696915,1962110,544,572872,5105110,,1038,,,,891701,1535511,2229391,,,,05-04-2021,Karnataka,21987431,,
7284,13-10-2020,8:00 AM,Mizoram,-,-,2046,0,2202,31-03-2021,Uttar Pradesh,5747886,498385,2572,4726820,1021066,2734855,1991413,552,583666,5164220,,1039,,,,894614,1557541,2271697,,,,06-04-2021,Karnataka,22089452,,
7285,13-10-2020,8:00 AM,Nagaland,-,-,5813,18,7240,01-04-2021,Uttar Pradesh,5963390,924620,5648,4929565,1033825,2847676,2081317,572,616118,5347272,,1042,,,,899022,1673323,2354238,,,,07-04-2021,Karnataka,22214842,,
7286,13-10-2020,8:00 AM,Odisha,-,-,230192,1040,254662,02-04-2021,Uttar Pradesh,6335715,796583,5079,5281547,1054168,3038247,2242682,618,676291,5659424,,1047,,,,905796,1885419,2487326,,,,08-04-2021,Karnataka,22323599,,
7287,13-10-2020,8:00 AM,Puducherry,-,-,26555,565,31737,03-04-2021,Uttar Pradesh,6577701,766093,4723,5511428,1066273,3163765,2347011,652,710725,5866976,,1050,,,,911302,2025760,2571352,,,,09-04-2021,Karnataka,22458762,,
7288,13-10-2020,8:00 AM,Punjab,-,-,112099,3860,124535,04-04-2021,Uttar Pradesh,6737463,333989,2093,5663490,1073973,3245840,2416985,665,729257,6008206,,1053,,,,915391,2120688,2624381,,,,10-04-2021,Karnataka,22557552,,
7289,13-10-2020,8:00 AM,Rajasthan,-,-,137848,1665,161184,05-04-2021,Uttar Pradesh,7024060,1015222,6575,5917539,1106521,3382139,2534709,691,753963,6270097,,1054,,,,915727,2271311,2727469,,,,11-04-2021,Karnataka,22690258,,
7290,13-10-2020,8:00 AM,Sikkim,-,-,2925,57,3366,06-04-2021,Uttar Pradesh,7340259,991848,6399,6199023,1141236,3531382,2666896,745,780410,6559849,,1058,,,,916089,2441437,2838463,,,,12-04-2021,Karnataka,22806423,,
7291,13-10-2020,8:00 AM,Tamil Nadu,-,-,607203,10314,661264,07-04-2021,Uttar Pradesh,7791657,841201,5232,6619721,1171936,3756137,2862783,801,817628,6974029,,1063,,,,916674,2703621,2996384,,,,13-04-2021,Karnataka,22928322,,
7292,13-10-2020,8:00 AM,Telengana,-,-,189351,1233,214792,08-04-2021,Uttar Pradesh,8143966,1021432,6571,6950868,1193098,3932633,3017373,862,846469,7297497,,1065,,,,916930,2909878,3121014,,,,14-04-2021,Karnataka,23041564,,
7293,13-10-2020,8:00 AM,Tripura,-,-,24623,317,28678,09-04-2021,Uttar Pradesh,8396201,926557,6016,7169348,1226853,4049576,3118869,903,870313,7525888,,1068,,,,918133,3045583,3202585,,,,15-04-2021,Karnataka,23170964,,
7294,13-10-2020,8:00 AM,Uttarakhand,-,-,47609,762,55347,10-04-2021,Uttar Pradesh,8493841,620384,3911,7255753,1238088,4096709,3158131,913,883832,7610009,,1069,,,,918968,3103261,3230477,,,,16-04-2021,Karnataka,23304701,,
7295,13-10-2020,8:00 AM,Uttar Pradesh,-,-,393908,6438,439161,11-04-2021,Uttar Pradesh,8824093,1015818,6532,7558409,1265684,4255205,3302238,966,894285,7929808,,1076,,,,920624,3299602,3335133,,,,17-04-2021,Karnataka,23448009,,
7296,13-10-2020,8:00 AM,West Bengal,-,-,262103,5682,298389,12-04-2021,Uttar Pradesh,9356612,1239796,7811,8013755,1342857,4497208,3515475,1072,907334,8449278,,1081,,,,923650,3576567,3510485,,,,18-04-2021,Karnataka,23593654,,
7297,14-10-2020,8:00 AM,Andaman and Nicobar Islands,-,-,3782,55,4036,13-04-2021,Uttar Pradesh,9718148,1177353,7381,8329706,1388442,4677156,3651403,1147,916001,8802147,,1087,,,,926513,3770670,3629464,,,,19-04-2021,Karnataka,23716866,,
7298,14-10-2020,8:00 AM,Andhra Pradesh,-,-,714427,6291,763573,14-04-2021,Uttar Pradesh,10027627,1144026,7425,8605823,1421804,4826390,3778235,1198,924425,9103202,,1093,,,,928615,3945485,3728661,,,,20-04-2021,Karnataka,23864354,,
7299,14-10-2020,8:00 AM,Arunachal Pradesh,-,-,9573,28,12561,15-04-2021,Uttar Pradesh,10272414,1039788,6861,8790085,1482329,4930473,3858375,1237,933198,9339216,,1096,,,,930976,4058247,3797801,,,,21-04-2021,Karnataka,24016635,,
7300,14-10-2020,8:00 AM,Assam,-,-,167059,830,196786,16-04-2021,Uttar Pradesh,10538062,1008852,6563,8978071,1559991,5036285,3940518,1268,953649,9584413,,1099,,,,933617,4172669,3868724,,,,22-04-2021,Karnataka,24179169,,
7301,14-10-2020,8:00 AM,Bihar,-,-,187059,961,198855,17-04-2021,Uttar Pradesh,10712197,881781,5704,9102301,1609896,5108217,3992782,1302,974094,9738103,,1106,,,,935863,4250685,3912686,,,,23-04-2021,Karnataka,24356635,,
7302,14-10-2020,8:00 AM,Chandigarh,-,-,12007,197,13331,18-04-2021,Uttar Pradesh,10718349,481042,3323,9106335,1612014,5110551,3994481,1303,975462,9742887,,1106,,,,935869,4253234,3914165,,,,24-04-2021,Karnataka,24546248,,
7303,14-10-2020,8:00 AM,Chhattisgarh,-,-,119352,1306,147866,19-04-2021,Uttar Pradesh,10909053,927982,6132,9224739,1684314,5180547,4042875,1317,996628,9912425,,1109,,,,937806,4323149,3960712,,,,25-04-2021,Karnataka,24722862,,
7304,14-10-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3081,2,3168,20-04-2021,Uttar Pradesh,11120514,953112,6360,9356225,1764289,5259926,4094964,1335,1018393,10102121,,1111,,,,940405,4401019,4011732,,,,26-04-2021,Karnataka,24889269,,
7305,14-10-2020,8:00 AM,Delhi,-,-,286880,5854,314224,21-04-2021,Uttar Pradesh,11259040,983007,6507,9449601,1809439,5313227,4134975,1399,1032111,10226929,,1112,,,,941990,4459969,4044567,,,,27-04-2021,Karnataka,25059385,,
7306,14-10-2020,8:00 AM,Goa,-,-,34252,514,39082,22-04-2021,Uttar Pradesh,11440742,1017018,6841,9563554,1877188,5377729,4184398,1427,1065189,10375553,,1113,,,,944193,4530141,4086144,,,,28-04-2021,Karnataka,25231382,,
7307,14-10-2020,8:00 AM,Gujarat,-,-,134990,3584,153761,23-04-2021,Uttar Pradesh,11623304,928524,6183,9679629,1943675,5443500,4234615,1514,1095389,10527915,,1112,,,,946539,4603057,4126955,,,,29-04-2021,Karnataka,25407198,,
7308,14-10-2020,8:00 AM,Haryana,-,-,132382,1601,144302,24-04-2021,Uttar Pradesh,11776922,856799,5416,9779700,1997222,5500723,4277413,1564,1114240,10662682,,1112,,,,948902,4669674,4158041,,,,30-04-2021,Karnataka,25596991,,
7309,14-10-2020,8:00 AM,Himachal Pradesh,-,-,15001,254,17762,25-04-2021,Uttar Pradesh,11783929,114165,776,9783480,2000449,5502900,4279015,1565,1114989,10668940,,1112,,,,949144,4671843,4159410,,,,01-05-2021,Karnataka,25774973,,
7310,14-10-2020,8:00 AM,Jammu and Kashmir,-,-,73502,1340,84708,26-04-2021,Uttar Pradesh,11947377,900143,5822,9883742,2063635,5559233,4322917,1592,1134086,10813291,,1113,,,,951532,4735193,4193919,,,,02-05-2021,Karnataka,25933338,,
7311,14-10-2020,8:00 AM,Jharkhand,-,-,85314,805,93736,27-04-2021,Uttar Pradesh,12061238,874081,5674,9953817,2107421,5598797,4353410,1610,1153996,10907242,,1115,,,,1212247,4521122,4217344,,,,03-05-2021,Karnataka,26082428,,
7312,14-10-2020,8:00 AM,Karnataka,-,-,602505,10123,726106,28-04-2021,Uttar Pradesh,12169041,869712,5519,10018842,2150199,5635333,4381884,1625,1174101,10994940,,1118,,,,1214542,4562511,4238680,,,,04-05-2021,Karnataka,26236135,,
7313,14-10-2020,8:00 AM,Kerala,-,-,207357,1046,303896,29-04-2021,Uttar Pradesh,12353995,965605,6330,10125866,2228129,5695500,4428709,1657,1196960,11157035,,1120,,,,1217554,4630721,4274674,,,,05-05-2021,Karnataka,26391359,,
7314,14-10-2020,8:00 AM,Ladakh,-,-,4205,64,5238,30-04-2021,Uttar Pradesh,12557806,994322,6482,10240750,2317056,5759852,4479210,1688,1230635,11327171,,1121,,,,1221985,4703223,4312603,,,,06-05-2021,Karnataka,26555800,,
7315,14-10-2020,8:00 AM,Madhya Pradesh,-,-,132429,2671,149761,01-05-2021,Uttar Pradesh,12700692,893296,5679,10331285,2369407,5813773,4515800,1712,1271629,11429063,,1121,,,,1241607,4753289,4333447,,,,07-05-2021,Karnataka,26714702,,
7316,14-10-2020,8:00 AM,Maharashtra,-,-,1297252,40701,1543837,02-05-2021,Uttar Pradesh,12705437,153652,1084,10334346,2371091,5815570,4517064,1712,1272354,11433083,,1121,,,,1234550,4762436,4334546,,,,08-05-2021,Karnataka,26871729,,
7317,14-10-2020,8:00 AM,Manipur,-,-,10829,97,13793,03-05-2021,Uttar Pradesh,12884995,978835,6316,10439785,2445210,5876658,4561356,1771,1316011,11568984,,1124,,,,1256071,4819934,4360964,,,,09-05-2021,Karnataka,27018220,,
7318,14-10-2020,8:00 AM,Meghalaya,-,-,5406,65,7838,04-05-2021,Uttar Pradesh,13062635,998553,6379,10544891,2517744,5937921,4605162,1808,1357973,11704662,,1124,,,,1278459,4877400,4386194,,,,10-05-2021,Karnataka,27142330,,
7319,14-10-2020,8:00 AM,Mizoram,-,-,2093,0,2212,05-05-2021,Uttar Pradesh,13228006,933296,5826,10642247,2585759,5994986,4645434,1827,1398479,11829527,,1124,,,,1300823,4929744,4408839,,,,11-05-2021,Karnataka,27258568,,
7320,14-10-2020,8:00 AM,Nagaland,-,-,5831,19,7363,06-05-2021,Uttar Pradesh,13402535,881732,5837,10742503,2660032,6054233,4686425,1845,1441050,11961485,,1128,,,,1323026,4983023,4433609,,,,12-05-2021,Karnataka,27393360,,
7321,14-10-2020,8:00 AM,Odisha,-,-,232988,1057,256937,07-05-2021,Uttar Pradesh,13559957,927554,6023,10833025,2726932,6107405,4723751,1869,1479703,12080254,,1129,,,,1343866,5031020,4455292,,,,13-05-2021,Karnataka,27521028,,
7322,14-10-2020,8:00 AM,Puducherry,-,-,26865,567,32004,08-05-2021,Uttar Pradesh,13694748,844661,5387,10914754,2779994,6154586,4758280,1888,1515553,12179195,,1129,,,,1364744,5073975,4473182,,,,14-05-2021,Karnataka,27648133,,
7323,14-10-2020,8:00 AM,Punjab,-,-,113105,3894,125211,09-05-2021,Uttar Pradesh,13697577,374375,2644,10916895,2780682,6155890,4759115,1890,1516757,12180820,,1129,,,,1365103,5075349,4473590,,,,15-05-2021,Karnataka,27766478,,
7324,14-10-2020,8:00 AM,Rajasthan,-,-,139616,1679,163219,10-05-2021,Uttar Pradesh,13881053,881462,5983,11025900,2855153,6220403,4803566,1931,1546417,12334636,,1131,,,,1416849,5113130,4492958,,,,16-05-2021,Karnataka,27879697,,
7325,14-10-2020,8:00 AM,Sikkim,-,-,3014,59,3417,11-05-2021,Uttar Pradesh,14073046,966667,6569,11141255,2931791,6287885,4851408,1962,1571848,12501198,,1134,,,,1469442,5156017,4512722,,,,17-05-2021,Karnataka,27976933,,
7326,14-10-2020,8:00 AM,Tamil Nadu,-,-,612320,10371,665930,12-05-2021,Uttar Pradesh,14300912,917620,6371,11291626,3009286,6374550,4915068,2008,1601801,12699111,,1135,,,,1522216,5222458,4543759,,,,18-05-2021,Karnataka,28070180,,
7327,14-10-2020,8:00 AM,Telengana,-,-,191269,1241,216238,13-05-2021,Uttar Pradesh,14581474,932872,6433,11465614,3115860,6476440,4987124,2050,1643608,12937866,,1138,,,,1577130,5303701,4581443,,,,19-05-2021,Karnataka,28199718,,
7328,14-10-2020,8:00 AM,Tripura,-,-,25041,318,28859,14-05-2021,Uttar Pradesh,14771189,964989,6586,11590929,3180260,6548660,5040182,2087,1678012,13093177,,1142,,,,1630443,5354834,4602188,,,,20-05-2021,Karnataka,28320429,,
7329,14-10-2020,8:00 AM,Uttarakhand,-,-,48283,782,55641,15-05-2021,Uttar Pradesh,14983606,951475,6405,11723371,3260235,6625417,5095812,2142,1711653,13271953,,1144,,,,1682810,5411510,4625425,,,,21-05-2021,Karnataka,28453442,,
7330,14-10-2020,8:00 AM,Uttar Pradesh,-,-,397570,6466,442118,16-05-2021,Uttar Pradesh,14984918,110130,795,11724458,3260460,6626107,5096208,2143,1711947,13272971,,1144,,,,1683303,5411935,4625587,,,,22-05-2021,Karnataka,28582203,,
7331,14-10-2020,8:00 AM,West Bengal,-,-,265288,5744,302020,17-05-2021,Uttar Pradesh,15222236,1174058,6479,11943385,3278851,6754499,5186665,2221,1752442,13469794,,1145,,,,1799174,5486849,4653529,,,,23-05-2021,Karnataka,28707320,,
7332,15-10-2020,8:00 AM,Andaman and Nicobar Islands,-,-,3796,55,4046,18-05-2021,Uttar Pradesh,15436461,1181702,6607,12144409,3292052,6872146,5269970,2293,1783566,13652895,,1148,,,,1914024,5549792,4676599,,,,24-05-2021,Karnataka,28816043,,
7333,15-10-2020,8:00 AM,Andhra Pradesh,-,-,719477,6319,767465,19-05-2021,Uttar Pradesh,15621166,958776,5456,12319537,3301629,6975620,5341562,2355,1809189,13811977,,1150,,,,2024961,5596533,4693926,,,,25-05-2021,Karnataka,28923718,,
7334,15-10-2020,8:00 AM,Arunachal Pradesh,-,-,9694,29,12768,20-05-2021,Uttar Pradesh,15815757,1016127,5802,12501172,3314585,7082792,5415953,2427,1838566,13977191,,1158,,,,2133764,5649643,4713501,,,,26-05-2021,Karnataka,29061302,,
7335,15-10-2020,8:00 AM,Assam,-,-,168072,834,198213,21-05-2021,Uttar Pradesh,16034048,1102930,6260,12704166,3329882,7201633,5500032,2501,1873025,14161023,0,1162,,,,2245271,5716279,4738189,,,,27-05-2021,Karnataka,29198945,,
7336,15-10-2020,8:00 AM,Bihar,-,-,188380,967,200103,22-05-2021,Uttar Pradesh,16250118,1091012,5998,12905372,3344746,7319575,5583222,2575,1906300,14343818,0,1164,,,,2355708,5781756,4763364,,,,28-05-2021,Karnataka,29339728,,
7337,15-10-2020,8:00 AM,Chandigarh,-,-,12119,199,13403,23-05-2021,Uttar Pradesh,16257569,119431,764,12912199,3345370,7323562,5586060,2577,1907425,14350144,0,1165,,,,2358678,5784416,4764541,,,,29-05-2021,Karnataka,29475822,,
7338,15-10-2020,8:00 AM,Chhattisgarh,-,-,121548,1339,150696,24-05-2021,Uttar Pradesh,16545766,1204313,6299,13182141,3363625,7481900,5697573,2668,1934361,14611405,0,1171,,,,2507051,5871706,4798658,,,,30-05-2021,Karnataka,29614631,,
7339,15-10-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3090,2,3171,25-05-2021,Uttar Pradesh,16819746,1179737,6192,13439732,3380014,7632152,5804799,2781,1957341,14862405,0,1173,,,,2658653,5947702,4828525,,,,31-05-2021,Karnataka,29736960,,
7340,15-10-2020,8:00 AM,Delhi,-,-,289747,5898,317548,26-05-2021,Uttar Pradesh,17077311,1108294,5632,13683971,3393340,7774770,5906320,2881,1977487,15099824,0,1177,,,,2813929,6011459,4853570,,,,01-06-2021,Karnataka,29853184,,
7341,15-10-2020,8:00 AM,Goa,-,-,34731,519,39438,27-05-2021,Uttar Pradesh,17358612,1134930,5701,13951426,3407186,7931523,6016874,3029,1997997,15360615,0,1179,,,,2972597,6089349,4884319,,,,02-06-2021,Karnataka,29999107,,
7342,15-10-2020,8:00 AM,Gujarat,-,-,136404,3595,154936,28-05-2021,Uttar Pradesh,17668206,1162678,5852,14243858,3424348,8102589,6138104,3165,2021584,15646622,0,1179,,,,3129312,6186696,4922528,,,,03-06-2021,Karnataka,30149275,,
7343,15-10-2020,8:00 AM,Haryana,-,-,133706,1614,145507,29-05-2021,Uttar Pradesh,17994300,1108562,5433,14544503,3449797,8279433,6261789,3281,2054347,15939953,0,1181,,,,3290729,6286269,4961992,,,,04-06-2021,Karnataka,30299885,,
7344,15-10-2020,8:00 AM,Himachal Pradesh,-,-,15233,255,18008,30-05-2021,Uttar Pradesh,18010911,125603,656,14560582,3450329,8288250,6269049,3283,2055533,15955378,0,1181,,,,3296049,6293411,4965579,,,,05-06-2021,Karnataka,30442176,,
7345,15-10-2020,8:00 AM,Jammu and Kashmir,-,-,74318,1352,85409,31-05-2021,Uttar Pradesh,18335009,1036451,5300,14854570,3480439,8457244,6393940,3386,2094524,16240485,0,1181,,,,3423859,6410999,5013947,,,,06-06-2021,Karnataka,30600450,,
7346,15-10-2020,8:00 AM,Jharkhand,-,-,86367,811,94369,01-06-2021,Uttar Pradesh,18685319,1094807,5791,15179836,3505483,8651298,6525022,3516,2131224,16554095,0,1187,,,,3605445,6512865,5055603,,,,07-06-2021,Karnataka,30732003,,
7347,15-10-2020,8:00 AM,Karnataka,-,-,611167,10198,735371,02-06-2021,Uttar Pradesh,19045624,1106072,5775,15512608,3533016,8849033,6659926,3649,2175806,16869818,0,1191,,,,3795181,6614916,5096413,,,,08-06-2021,Karnataka,30862227,,
7348,15-10-2020,8:00 AM,Kerala,-,-,215149,1066,310140,03-06-2021,Uttar Pradesh,19436908,1180457,6033,15875135,3561773,9064437,6806907,3791,2225958,17210950,0,1197,,,,3987739,6734712,5146396,,,,09-06-2021,Karnataka,31026189,,
7349,15-10-2020,8:00 AM,Ladakh,-,-,4261,64,5304,04-06-2021,Uttar Pradesh,19850174,1226617,6184,16254617,3595557,9288158,6962496,3963,2277630,17572544,0,1199,,,,4181737,6865588,5200744,,,,10-06-2021,Karnataka,31193920,,
7350,15-10-2020,8:00 AM,Madhya Pradesh,-,-,138158,2686,155276,05-06-2021,Uttar Pradesh,20252136,1173348,5919,16624925,3627211,9506659,7114170,4096,2328265,17923871,0,1203,,,,4374801,6991866,5251472,,,,11-06-2021,Karnataka,31363615,,
7351,15-10-2020,8:00 AM,Maharashtra,-,-,1316769,40859,1554389,06-06-2021,Uttar Pradesh,20272802,127375,372,16643702,3629100,9517213,7122391,4098,2330233,17942569,0,1203,,,,4385040,6997573,5254215,,,,12-06-2021,Karnataka,31511642,,
7352,15-10-2020,8:00 AM,Manipur,-,-,10915,103,14094,07-06-2021,Uttar Pradesh,20735794,1286409,6626,17079924,3655870,9770940,7304716,4268,2403994,18331800,0,1205,,,,4618418,7140860,5313534,,,,13-06-2021,Karnataka,31641259,,
7353,15-10-2020,8:00 AM,Meghalaya,-,-,5582,70,7991,08-06-2021,Uttar Pradesh,21181060,1260031,6538,17502314,3678746,10017033,7480850,4431,2482109,18698951,0,1208,,,,4850991,7274757,5369225,,,,14-06-2021,Karnataka,31791001,,
7354,15-10-2020,8:00 AM,Mizoram,-,-,2108,0,2220,09-06-2021,Uttar Pradesh,21584490,1206576,6122,17883157,3701333,10241944,7636593,4620,2557097,19027393,0,1209,,,,5068887,7389580,5417108,,,,15-06-2021,Karnataka,31923601,,
7355,15-10-2020,8:00 AM,Nagaland,-,-,5916,22,7416,10-06-2021,Uttar Pradesh,22025903,1303707,6507,18297125,3728778,10486507,7805825,4793,2631087,19394816,0,1217,,,,5282718,7528842,5477771,,,,16-06-2021,Karnataka,32092313,,
7356,15-10-2020,8:00 AM,Odisha,-,-,235763,1062,259541,11-06-2021,Uttar Pradesh,22504047,1317229,6558,18741039,3763008,10745878,7990211,4950,2711461,19792586,0,1218,,,,5513053,7678414,5541566,,,,17-06-2021,Karnataka,32250755,,
7357,15-10-2020,8:00 AM,Puducherry,-,-,27152,568,32245,12-06-2021,Uttar Pradesh,22979323,1314990,6286,19184501,3794822,11008238,8171136,5127,2788863,20190460,0,1218,,,,5751293,7824429,5600529,,,,18-06-2021,Karnataka,32393253,,
7358,15-10-2020,8:00 AM,Punjab,-,-,114075,3925,125760,13-06-2021,Uttar Pradesh,23001682,83547,233,19205507,3796175,11020423,8179949,5135,2790299,20211383,0,1218,,,,5762647,7830971,5603586,,,,19-06-2021,Karnataka,32565018,,
7359,15-10-2020,8:00 AM,Rajasthan,-,-,141835,1694,165240,14-06-2021,Uttar Pradesh,23445493,1298345,6667,19608395,3837098,11253732,8349395,5268,2868862,20576631,0,1230,,,,5957638,7975723,5666569,,,,20-06-2021,Karnataka,32739539,,
7360,15-10-2020,8:00 AM,Sikkim,-,-,3075,59,3459,15-06-2021,Uttar Pradesh,23871523,1279060,6652,19995723,3875800,11477660,8512653,5410,2949887,20921636,0,1231,,,,6147190,8114771,5725121,,,,21-06-2021,Karnataka,32889270,,
7361,15-10-2020,8:00 AM,Tamil Nadu,-,-,617403,10423,670392,16-06-2021,Uttar Pradesh,24254164,1192646,6183,20343637,3910527,11680599,8657504,5534,3022768,21231396,0,1240,,,,6333886,8227524,5773398,,,,22-06-2021,Karnataka,33018369,,
7362,15-10-2020,8:00 AM,Telengana,-,-,193218,1249,217670,17-06-2021,Uttar Pradesh,24673597,1285674,6537,20725526,3948071,11910176,8809681,5669,3090462,21583135,0,1240,,,,6560825,8335081,5820639,,,,23-06-2021,Karnataka,33189023,,
7363,15-10-2020,8:00 AM,Tripura,-,-,25394,319,29031,18-06-2021,Uttar Pradesh,25149677,1351827,6605,21162728,3986949,12171567,8985343,5818,3142293,22007384,0,1242,,,,6805952,8468612,5878958,,,,24-06-2021,Karnataka,33350310,,
7364,15-10-2020,8:00 AM,Uttarakhand,-,-,49129,796,56070,19-06-2021,Uttar Pradesh,25610808,1333665,6372,21587631,4023177,12430468,9151204,5959,3193148,22417660,0,1264,,,,7065962,8585050,5927195,,,,25-06-2021,Karnataka,33508382,,
7365,15-10-2020,8:00 AM,Uttar Pradesh,-,-,401306,6507,444711,20-06-2021,Uttar Pradesh,25627085,70336,217,21602698,4024387,12438499,9158238,5961,3194980,22432105,0,1264,,,,7073629,8589826,5929795,,,,26-06-2021,Karnataka,33673392,,
7366,15-10-2020,8:00 AM,West Bengal,-,-,268384,5808,305697,21-06-2021,Uttar Pradesh,26359410,3009555,8496,22296504,4062906,12836202,9454074,6228,3230749,23128661,0,1271,,,,7531675,8753113,6001893,,,,27-06-2021,Karnataka,33838028,,
